token_id,count,weight
81563,4599,0.7320046609931229
169563,4599,0.7320046609931229
242026,4599,0.7320046609931229
151541,4599,0.7320046609931229
126745,4599,0.7320046609931229
114328,4599,0.7320046609931229
278958,4599,0.7320046609931229
133865,4599,0.7320046609931229
166923,4599,0.7320046609931229
190646,4599,0.7320046609931229
222546,4599,0.7320046609931229
91561,4599,0.7320046609931229
288199,4599,0.7320046609931229
381379,4599,0.7320046609931229
113406,4599,0.7320046609931229
317864,4599,0.7320046609931229
100002,4599,0.7320046609931229
114910,4599,0.7320046609931229
304035,4598,0.7318454949437658
258315,4598,0.7318454949437658
139015,4598,0.7318454949437658
101876,4598,0.7318454949437658
59127,4598,0.7318454949437658
210494,4598,0.7318454949437658
165746,4598,0.7318454949437658
19995,4598,0.7318454949437658
138213,4598,0.7318454949437658
55450,4598,0.7318454949437658
242099,4598,0.7318454949437658
156818,4598,0.7318454949437658
20290,4598,0.7318454949437658
95494,4598,0.7318454949437658
192149,4598,0.7318454949437658
187672,4598,0.7318454949437658
85954,4598,0.7318454949437658
186265,4598,0.7318454949437658
5610,4598,0.7318454949437658
252381,4598,0.7318454949437658
338464,4598,0.7318454949437658
352280,4598,0.7318454949437658
10935,4598,0.7318454949437658
356529,4597,0.7316863288944088
36206,4597,0.7316863288944088
160714,4597,0.7316863288944088
107017,4597,0.7316863288944088
11808,4597,0.7316863288944088
337788,4597,0.7316863288944088
11599,4597,0.7316863288944088
9962,4597,0.7316863288944088
167439,4597,0.7316863288944088
168933,4597,0.7316863288944088
96515,4597,0.7316863288944088
168091,4597,0.7316863288944088
46733,4597,0.7316863288944088
134499,4597,0.7316863288944088
114167,4597,0.7316863288944088
203863,4597,0.7316863288944088
294158,4597,0.7316863288944088
68411,4597,0.7316863288944088
268630,4597,0.7316863288944088
303628,4597,0.7316863288944088
313231,4596,0.7315271628450517
219418,4596,0.7315271628450517
195394,4596,0.7315271628450517
181571,4596,0.7315271628450517
302458,4596,0.7315271628450517
80223,4596,0.7315271628450517
320025,4596,0.7315271628450517
79366,4596,0.7315271628450517
191936,4596,0.7315271628450517
138701,4596,0.7315271628450517
213961,4596,0.7315271628450517
284896,4596,0.7315271628450517
357610,4596,0.7315271628450517
225661,4595,0.7313679967956946
212918,4595,0.7313679967956946
245040,4595,0.7313679967956946
132527,4595,0.7313679967956946
210887,4595,0.7313679967956946
19744,4595,0.7313679967956946
98787,4595,0.7313679967956946
114468,4595,0.7313679967956946
217250,4595,0.7313679967956946
221806,4595,0.7313679967956946
291617,4595,0.7313679967956946
152070,4595,0.7313679967956946
68010,4595,0.7313679967956946
388775,4595,0.7313679967956946
263884,4595,0.7313679967956946
180192,4595,0.7313679967956946
284223,4595,0.7313679967956946
167551,4594,0.7312088307463376
111571,4594,0.7312088307463376
385065,4594,0.7312088307463376
52930,4594,0.7312088307463376
56639,4594,0.7312088307463376
304891,4594,0.7312088307463376
115590,4594,0.7312088307463376
278979,4594,0.7312088307463376
219787,4594,0.7312088307463376
351943,4594,0.7312088307463376
20995,4594,0.7312088307463376
329831,4594,0.7312088307463376
64688,4594,0.7312088307463376
62187,4594,0.7312088307463376
15355,4594,0.7312088307463376
210643,4594,0.7312088307463376
169901,4593,0.7310496646969805
188821,4593,0.7310496646969805
210681,4593,0.7310496646969805
201788,4593,0.7310496646969805
113929,4593,0.7310496646969805
201789,4593,0.7310496646969805
129223,4593,0.7310496646969805
190761,4593,0.7310496646969805
204306,4593,0.7310496646969805
369409,4593,0.7310496646969805
273448,4593,0.7310496646969805
211460,4593,0.7310496646969805
318937,4593,0.7310496646969805
60806,4593,0.7310496646969805
369058,4593,0.7310496646969805
206363,4592,0.7308904986476235
346005,4592,0.7308904986476235
147791,4592,0.7308904986476235
201686,4592,0.7308904986476235
333760,4592,0.7308904986476235
301828,4592,0.7308904986476235
88056,4592,0.7308904986476235
113314,4592,0.7308904986476235
201613,4591,0.7307313325982664
85829,4591,0.7307313325982664
183850,4591,0.7307313325982664
25833,4591,0.7307313325982664
234963,4591,0.7307313325982664
344122,4591,0.7307313325982664
114455,4591,0.7307313325982664
204730,4591,0.7307313325982664
129811,4591,0.7307313325982664
134226,4591,0.7307313325982664
97063,4591,0.7307313325982664
291553,4591,0.7307313325982664
333543,4591,0.7307313325982664
172437,4591,0.7307313325982664
237903,4591,0.7307313325982664
131728,4591,0.7307313325982664
192073,4591,0.7307313325982664
167692,4591,0.7307313325982664
208788,4591,0.7307313325982664
64784,4590,0.7305721665489093
276460,4590,0.7305721665489093
310530,4590,0.7305721665489093
185766,4590,0.7305721665489093
191916,4590,0.7305721665489093
140565,4590,0.7305721665489093
350136,4590,0.7305721665489093
14600,4590,0.7305721665489093
271372,4590,0.7305721665489093
72384,4590,0.7305721665489093
248550,4590,0.7305721665489093
145572,4590,0.7305721665489093
346405,4590,0.7305721665489093
202040,4590,0.7305721665489093
264361,4589,0.7304130004995523
134727,4589,0.7304130004995523
302567,4589,0.7304130004995523
213649,4589,0.7304130004995523
157612,4589,0.7304130004995523
173260,4589,0.7304130004995523
261198,4589,0.7304130004995523
301701,4589,0.7304130004995523
109040,4589,0.7304130004995523
147547,4589,0.7304130004995523
380770,4589,0.7304130004995523
43523,4589,0.7304130004995523
168904,4589,0.7304130004995523
214072,4589,0.7304130004995523
84457,4589,0.7304130004995523
134657,4589,0.7304130004995523
317306,4589,0.7304130004995523
248485,4589,0.7304130004995523
193157,4589,0.7304130004995523
56849,4589,0.7304130004995523
227013,4588,0.7302538344501952
24056,4588,0.7302538344501952
303149,4588,0.7302538344501952
60813,4588,0.7302538344501952
150003,4588,0.7302538344501952
245565,4588,0.7302538344501952
112267,4588,0.7302538344501952
172664,4588,0.7302538344501952
18066,4588,0.7302538344501952
380385,4588,0.7302538344501952
157569,4588,0.7302538344501952
357560,4588,0.7302538344501952
211865,4588,0.7302538344501952
204755,4588,0.7302538344501952
225651,4588,0.7302538344501952
284131,4588,0.7302538344501952
10866,4588,0.7302538344501952
214620,4588,0.7302538344501952
177852,4588,0.7302538344501952
351448,4588,0.7302538344501952
100112,4588,0.7302538344501952
27025,4588,0.7302538344501952
152775,4587,0.7300946684008381
147254,4587,0.7300946684008381
79097,4587,0.7300946684008381
113249,4587,0.7300946684008381
113738,4587,0.7300946684008381
155141,4587,0.7300946684008381
98766,4587,0.7300946684008381
21202,4587,0.7300946684008381
22783,4587,0.7300946684008381
388155,4587,0.7300946684008381
314446,4587,0.7300946684008381
258306,4587,0.7300946684008381
335418,4587,0.7300946684008381
123018,4586,0.7299355023514811
38967,4586,0.7299355023514811
367713,4586,0.7299355023514811
138386,4586,0.7299355023514811
21071,4586,0.7299355023514811
8050,4586,0.7299355023514811
